# AudioTime[s]	MeasId	WavId	Sensor 1 Id	Sensor 1 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 3 Id	Sensor 3 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 4 Id	Sensor 4 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 5 Id	Sensor 5 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 6 Id	Sensor 6 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 7 Id	Sensor 7 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 8 Id	Sensor 8 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz
0.0494	0	1090	0	55	13.925828	1.127112	-133.454330	0.999516	0.014902	0.023408	-0.014058	1	55	6.663689	12.428716	-0.994265	0.666677	0.076725	-0.741194	-0.016950	2	55	7.071671	-11.041527	1.432614	0.831106	-0.292362	-0.470322	-0.050848	3	55	-8.035019	0.419686	-0.116612	0.846340	0.285782	-0.449130	0.017859	4	55	-18.276840	8.323871	0.471683	0.591151	-0.168616	-0.787313	-0.047408	5	55	-3.072122	-8.545616	1.457423	0.618250	-0.447753	-0.641594	-0.075116	-0	119	nan	nan	nan	nan	nan	nan	nan
0.0594	1	1310	0	55	13.927757	1.130617	-133.460490	0.999516	0.014924	0.023402	-0.014066	1	55	6.661655	12.431676	-1.005832	0.666669	0.076789	-0.741195	-0.016943	2	55	7.074258	-11.045176	1.423032	0.831132	-0.292334	-0.470292	-0.050844	3	55	-8.028230	0.418471	-0.122183	0.846334	0.285795	-0.449133	0.017861	4	55	-18.280848	8.329769	0.461012	0.591131	-0.168616	-0.787328	-0.047408	5	55	-3.068551	-8.535461	1.459032	0.618218	-0.447705	-0.641658	-0.075113	-0	119	nan	nan	nan	nan	nan	nan	nan
0.0694	2	1530	0	55	13.923669	1.134426	-133.468280	0.999515	0.014870	0.023431	-0.014092	1	55	6.658425	12.431224	-1.010528	0.666705	0.076857	-0.741155	-0.016933	2	55	7.067089	-11.039226	1.416142	0.831159	-0.292338	-0.470243	-0.050843	3	55	-8.025985	0.431044	-0.116772	0.846406	0.285731	-0.449039	0.017856	4	55	-18.283297	8.337786	0.463429	0.591161	-0.168640	-0.787300	-0.047410	5	55	-3.062013	-8.530741	1.462209	0.618253	-0.447650	-0.641663	-0.075107	-0	119	nan	nan	nan	nan	nan	nan	nan
0.0794	3	1751	0	55	13.923192	1.139663	-133.471120	0.999515	0.014878	0.023449	-0.014104	1	55	6.657755	12.447476	-1.015488	0.666721	0.077048	-0.741121	-0.016910	2	55	7.072331	-11.024284	1.412061	0.831153	-0.292341	-0.470251	-0.050843	3	55	-8.031596	0.425389	-0.107039	0.846374	0.285803	-0.449052	0.017864	4	55	-18.282231	8.346422	0.457212	0.591143	-0.168615	-0.787319	-0.047408	5	55	-3.049882	-8.537337	1.464700	0.618264	-0.447614	-0.641678	-0.075103	-0	119	nan	nan	nan	nan	nan	nan	nan
0.0894	4	1971	0	55	13.922420	1.147860	-133.478090	0.999514	0.014891	0.023468	-0.014096	1	55	6.663389	12.450173	-1.014187	0.666726	0.077293	-0.741092	-0.016880	2	55	7.082371	-11.015923	1.404228	0.831140	-0.292302	-0.470299	-0.050840	3	55	-8.030882	0.429088	-0.097460	0.846382	0.285887	-0.448983	0.017877	4	55	-18.275339	8.349459	0.453895	0.591129	-0.168561	-0.787342	-0.047402	5	55	-3.044347	-8.523557	1.464819	0.618231	-0.447556	-0.641751	-0.075099	-0	119	nan	nan	nan	nan	nan	nan	nan
0.0994	5	2191	0	55	13.926419	1.155396	-133.481510	0.999514	0.014881	0.023457	-0.014114	1	55	6.676001	12.440667	-1.007047	0.666752	0.077517	-0.741046	-0.016852	2	55	7.091518	-11.026820	1.398565	0.831162	-0.292251	-0.470292	-0.050834	3	55	-8.023389	0.424003	-0.104304	0.846375	0.286068	-0.448881	0.017902	4	55	-18.272453	8.340325	0.453960	0.591126	-0.168588	-0.787337	-0.047405	5	55	-3.043564	-8.514942	1.455104	0.618209	-0.447537	-0.641786	-0.075098	-0	119	nan	nan	nan	nan	nan	nan	nan
0.1093	6	2411	0	55	13.931557	1.170938	-133.488200	0.999514	0.014905	0.023439	-0.014153	1	55	6.670038	12.437139	-1.020157	0.666745	0.077686	-0.741035	-0.016832	2	55	7.084947	-11.034781	1.388368	0.831159	-0.292214	-0.470322	-0.050831	3	55	-8.030878	0.406925	-0.111365	0.846317	0.286263	-0.448865	0.017925	4	55	-18.282848	8.335754	0.443066	0.591067	-0.168616	-0.787376	-0.047410	5	55	-3.055112	-8.526536	1.446184	0.618190	-0.447609	-0.641753	-0.075105	-0	119	nan	nan	nan	nan	nan	nan	nan
0.1194	7	2632	0	55	13.929910	1.181344	-133.506620	0.999514	0.014892	0.023457	-0.014161	1	55	6.671654	12.435955	-1.033479	0.666765	0.077817	-0.741003	-0.016815	2	55	7.093622	-11.027177	1.382017	0.831172	-0.292142	-0.470344	-0.050823	3	55	-8.017421	0.390445	-0.134188	0.846260	0.286582	-0.448767	0.017966	4	55	-18.278324	8.344737	0.431490	0.591051	-0.168487	-0.787417	-0.047396	5	55	-3.048010	-8.522955	1.448643	0.618189	-0.447537	-0.641804	-0.075098	-0	119	nan	nan	nan	nan	nan	nan	nan
0.1293	8	2852	0	55	13.923465	1.192536	-133.521680	0.999513	0.014871	0.023479	-0.014165	1	55	6.673494	12.444935	-1.040391	0.666803	0.077888	-0.740962	-0.016805	2	55	7.095245	-11.032958	1.376229	0.831197	-0.292021	-0.470376	-0.050810	3	55	-8.016344	0.393443	-0.130211	0.846273	0.286716	-0.448656	0.017986	4	55	-18.279028	8.354514	0.414754	0.591041	-0.168433	-0.787436	-0.047390	5	55	-3.038792	-8.521022	1.447398	0.618193	-0.447490	-0.641834	-0.075094	-0	119	nan	nan	nan	nan	nan	nan	nan
0.1393	9	3072	0	55	13.919013	1.205993	-133.536190	0.999514	0.014832	0.023488	-0.014163	1	55	6.672396	12.443838	-1.044309	0.666822	0.078026	-0.740930	-0.016788	2	55	7.094911	-11.037807	1.377219	0.831223	-0.291918	-0.470395	-0.050799	3	55	-8.034552	0.403569	-0.114821	0.846286	0.286739	-0.448617	0.017990	4	55	-18.279445	8.349226	0.409857	0.591046	-0.168457	-0.787427	-0.047393	5	55	-3.040146	-8.525668	1.442500	0.618198	-0.447472	-0.641842	-0.075092	-0	119	nan	nan	nan	nan	nan	nan	nan
