# AudioTime[s]	MeasId	WavId	Sensor 1 Id	Sensor 1 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 3 Id	Sensor 3 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 4 Id	Sensor 4 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 5 Id	Sensor 5 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 6 Id	Sensor 6 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 7 Id	Sensor 7 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 8 Id	Sensor 8 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 9 Id	Sensor 9 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 10 Id	Sensor 10 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 11 Id	Sensor 11 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 12 Id	Sensor 12 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz
2.5675	1034	56613	0	55	62.6810	36.2212	-143.4497	0.9973	0.0111	-0.0022	-0.0729	1	55	4.2038	-0.5790	-0.3925	-0.6287	0.7508	-0.2027	-0.0018	2	55	-12.9940	0.8975	0.0302	-0.6167	0.7567	0.2171	0.0028	3	55	-3.9560	5.4947	-10.3393	-0.6401	0.5776	0.4928	-0.1180	4	55	-45.3349	31.6783	-36.9943	-0.7630	0.5100	-0.3265	-0.2260	5	55	-41.6923	3.9364	-51.0027	-0.6767	-0.2467	-0.3625	-0.5914	6	55	-49.8070	3.2042	-8.3083	-0.8594	0.2834	-0.0472	-0.4231	7	55	-35.4425	5.9132	-43.5122	-0.7921	-0.0255	-0.2694	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2241	19.1560	-42.0344	-0.4919	0.7723	0.3909	0.0934	10	55	-18.7138	12.8001	-25.7185	-0.4314	-0.5904	0.2659	-0.6282
2.5700	1035	56668	0	55	62.7383	36.2485	-143.4523	0.9973	0.0113	-0.0023	-0.0729	1	55	4.2028	-0.6103	-0.3490	-0.6288	0.7506	-0.2030	-0.0020	2	55	-13.0146	0.8148	0.0416	-0.6169	0.7565	0.2172	0.0026	3	55	-3.9682	5.4118	-10.3235	-0.6402	0.5774	0.4928	-0.1182	4	55	-45.3542	31.6121	-37.0054	-0.7631	0.5100	-0.3263	-0.2260	5	55	-41.7180	3.8956	-50.9909	-0.6768	-0.2464	-0.3626	-0.5914	6	55	-49.8357	3.1590	-8.2967	-0.8594	0.2833	-0.0470	-0.4231	7	55	-35.4678	5.8620	-43.4983	-0.7921	-0.0254	-0.2694	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2306	19.0871	-42.0201	-0.4921	0.7723	0.3908	0.0932	10	55	-18.7130	12.7397	-25.6987	-0.4313	-0.5905	0.2658	-0.6282
2.5725	1036	56723	0	55	62.7304	36.2316	-143.4389	0.9973	0.0112	-0.0023	-0.0730	1	55	4.2539	-0.5862	-0.3678	-0.6288	0.7506	-0.2030	-0.0020	2	55	-12.9856	0.8298	0.0062	-0.6168	0.7565	0.2172	0.0026	3	55	-3.9859	5.4500	-10.3344	-0.6402	0.5775	0.4927	-0.1182	4	55	-45.3533	31.6422	-36.9674	-0.7630	0.5101	-0.3265	-0.2260	5	55	-41.7076	3.9215	-51.0133	-0.6767	-0.2465	-0.3626	-0.5914	6	55	-49.8254	3.1782	-8.2929	-0.8594	0.2834	-0.0472	-0.4230	7	55	-35.4589	5.8825	-43.5144	-0.7921	-0.0254	-0.2695	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2455	19.1544	-42.0154	-0.4917	0.7724	0.3910	0.0935	10	55	-18.7188	12.7935	-25.7074	-0.4315	-0.5903	0.2659	-0.6282
2.5750	1037	56778	0	55	62.7139	36.2092	-143.4192	0.9973	0.0113	-0.0023	-0.0729	1	55	4.2868	-0.5691	-0.3588	-0.6291	0.7503	-0.2032	-0.0023	2	55	-12.9994	0.8437	-0.0216	-0.6169	0.7565	0.2173	0.0026	3	55	-4.0379	5.4848	-10.3343	-0.6402	0.5775	0.4927	-0.1181	4	55	-45.3411	31.6591	-36.9969	-0.7631	0.5101	-0.3262	-0.2260	5	55	-41.7023	3.9570	-51.0070	-0.6768	-0.2465	-0.3625	-0.5914	6	55	-49.8340	3.2067	-8.3294	-0.8594	0.2834	-0.0471	-0.4230	7	55	-35.4516	5.9195	-43.5406	-0.7921	-0.0254	-0.2694	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2184	19.1684	-42.0239	-0.4920	0.7724	0.3907	0.0934	10	55	-18.7122	12.8056	-25.7096	-0.4314	-0.5904	0.2658	-0.6282
2.5775	1038	56834	0	55	62.7045	36.2086	-143.4209	0.9973	0.0113	-0.0022	-0.0729	1	55	4.2815	-0.5858	-0.3629	-0.6290	0.7506	-0.2024	-0.0021	2	55	-12.9960	0.8428	-0.0319	-0.6169	0.7565	0.2173	0.0026	3	55	-4.0682	5.5054	-10.3268	-0.6401	0.5776	0.4926	-0.1181	4	55	-45.3430	31.6708	-36.9915	-0.7631	0.5101	-0.3263	-0.2260	5	55	-41.7035	3.9514	-51.0002	-0.6768	-0.2465	-0.3625	-0.5914	6	55	-49.8224	3.2035	-8.3156	-0.8594	0.2834	-0.0470	-0.4231	7	55	-35.4450	5.9097	-43.5284	-0.7921	-0.0254	-0.2693	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2287	19.1578	-42.0325	-0.4920	0.7723	0.3909	0.0934	10	55	-18.7268	12.7925	-25.7216	-0.4314	-0.5904	0.2657	-0.6282
2.5800	1039	56889	0	55	62.7445	36.2310	-143.4161	0.9973	0.0115	-0.0023	-0.0730	1	55	4.2571	-0.6704	-0.3367	-0.6291	0.7508	-0.2016	-0.0021	2	55	-13.0132	0.7916	-0.0088	-0.6170	0.7563	0.2172	0.0024	3	55	-4.0938	5.4762	-10.3026	-0.6402	0.5775	0.4926	-0.1181	4	55	-45.3472	31.6253	-37.0049	-0.7632	0.5100	-0.3260	-0.2261	5	55	-41.7101	3.9248	-51.0009	-0.6769	-0.2464	-0.3625	-0.5914	6	55	-49.8401	3.1774	-8.3027	-0.8594	0.2833	-0.0468	-0.4231	7	55	-35.4589	5.8764	-43.5005	-0.7922	-0.0254	-0.2692	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2166	19.1122	-42.0203	-0.4922	0.7723	0.3907	0.0932	10	55	-18.7198	12.7505	-25.7000	-0.4313	-0.5905	0.2657	-0.6282
2.5825	1040	56944	0	55	62.7361	36.2122	-143.4009	0.9973	0.0113	-0.0023	-0.0730	1	55	4.2681	-0.6592	-0.3618	-0.6289	0.7511	-0.2009	-0.0017	2	55	-12.9957	0.8233	-0.0248	-0.6170	0.7564	0.2172	0.0025	3	55	-4.0657	5.5286	-10.3364	-0.6402	0.5776	0.4925	-0.1181	4	55	-45.3449	31.6575	-36.9765	-0.7631	0.5101	-0.3263	-0.2260	5	55	-41.6999	3.9534	-51.0288	-0.6768	-0.2465	-0.3625	-0.5914	6	55	-49.8286	3.1972	-8.3053	-0.8594	0.2834	-0.0470	-0.4230	7	55	-35.4496	5.8978	-43.5134	-0.7922	-0.0254	-0.2693	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2253	19.1682	-42.0233	-0.4918	0.7724	0.3909	0.0935	10	55	-18.7242	12.8093	-25.7142	-0.4315	-0.5903	0.2658	-0.6282
2.5850	1041	56999	0	55	62.7186	36.1869	-143.3781	0.9973	0.0113	-0.0023	-0.0730	1	55	4.2456	-0.6435	-0.3847	-0.6287	0.7515	-0.2001	-0.0014	2	55	-12.9985	0.8630	-0.0340	-0.6169	0.7565	0.2170	0.0025	3	55	-4.0477	5.5783	-10.3554	-0.6402	0.5777	0.4924	-0.1180	4	55	-45.3209	31.6868	-37.0067	-0.7631	0.5100	-0.3263	-0.2261	5	55	-41.6747	3.9876	-51.0359	-0.6768	-0.2466	-0.3624	-0.5915	6	55	-49.8182	3.2279	-8.3396	-0.8594	0.2834	-0.0470	-0.4230	7	55	-35.4308	5.9379	-43.5329	-0.7922	-0.0254	-0.2692	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.1933	19.1863	-42.0343	-0.4920	0.7724	0.3906	0.0934	10	55	-18.6992	12.8197	-25.7150	-0.4314	-0.5904	0.2658	-0.6282
2.5875	1042	57054	0	55	62.7094	36.1861	-143.3856	0.9973	0.0113	-0.0022	-0.0730	1	55	4.2683	-0.6432	-0.3797	-0.6287	0.7515	-0.1999	-0.0014	2	55	-12.9956	0.8754	-0.0311	-0.6169	0.7565	0.2170	0.0026	3	55	-4.0425	5.6082	-10.3387	-0.6402	0.5778	0.4924	-0.1180	4	55	-45.3235	31.6932	-36.9993	-0.7631	0.5100	-0.3263	-0.2261	5	55	-41.6829	3.9763	-51.0230	-0.6768	-0.2466	-0.3624	-0.5915	6	55	-49.8101	3.2256	-8.3274	-0.8594	0.2834	-0.0469	-0.4231	7	55	-35.4284	5.9268	-43.5170	-0.7922	-0.0255	-0.2692	-0.5472	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2146	19.1647	-42.0347	-0.4920	0.7723	0.3908	0.0933	10	55	-18.7158	12.8082	-25.7162	-0.4314	-0.5904	0.2657	-0.6282
2.5900	1043	57109	0	55	62.7493	36.2061	-143.3851	0.9973	0.0115	-0.0023	-0.0731	1	55	4.2666	-0.7115	-0.3746	-0.6288	0.7516	-0.1994	-0.0014	2	55	-13.0156	0.8229	-0.0160	-0.6170	0.7565	0.2170	0.0025	3	55	-4.0655	5.5404	-10.3026	-0.6403	0.5777	0.4923	-0.1181	4	55	-45.3281	31.6469	-37.0085	-0.7632	0.5100	-0.3261	-0.2261	5	55	-41.6905	3.9450	-51.0186	-0.6768	-0.2465	-0.3624	-0.5914	6	55	-49.8262	3.1977	-8.3132	-0.8594	0.2833	-0.0468	-0.4231	7	55	-35.4431	5.8971	-43.5061	-0.7922	-0.0254	-0.2691	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.1969	19.1199	-42.0278	-0.4922	0.7723	0.3906	0.0932	10	55	-18.7002	12.7765	-25.6992	-0.4313	-0.5905	0.2658	-0.6282
2.5925	1044	57164	0	55	62.7490	36.1842	-143.3828	0.9973	0.0113	-0.0023	-0.0731	1	55	4.2859	-0.6759	-0.4204	-0.6285	0.7519	-0.1990	-0.0010	2	55	-13.0210	0.8460	-0.0262	-0.6168	0.7566	0.2169	0.0027	3	55	-4.0395	5.5251	-10.3167	-0.6404	0.5777	0.4921	-0.1182	4	55	-45.3391	31.6700	-36.9798	-0.7631	0.5100	-0.3263	-0.2260	5	55	-41.6802	3.9517	-51.0234	-0.6767	-0.2467	-0.3625	-0.5915	6	55	-49.8212	3.2062	-8.3080	-0.8594	0.2834	-0.0470	-0.4230	7	55	-35.4452	5.9066	-43.5159	-0.7921	-0.0254	-0.2693	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2177	19.1705	-42.0253	-0.4919	0.7724	0.3909	0.0935	10	55	-18.7086	12.8216	-25.7131	-0.4315	-0.5903	0.2658	-0.6282
2.5950	1045	57219	0	55	62.7397	36.1660	-143.3734	0.9973	0.0113	-0.0023	-0.0731	1	55	4.2691	-0.6569	-0.4475	-0.6283	0.7522	-0.1985	-0.0008	2	55	-13.0453	0.8643	-0.0190	-0.6167	0.7567	0.2169	0.0028	3	55	-4.0264	5.4953	-10.3085	-0.6406	0.5776	0.4920	-0.1184	4	55	-45.3284	31.6780	-37.0007	-0.7631	0.5100	-0.3263	-0.2260	5	55	-41.6708	3.9704	-51.0191	-0.6767	-0.2467	-0.3624	-0.5915	6	55	-49.8213	3.2200	-8.3287	-0.8594	0.2834	-0.0470	-0.4230	7	55	-35.4320	5.9275	-43.5419	-0.7921	-0.0254	-0.2693	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.1966	19.1758	-42.0297	-0.4920	0.7724	0.3907	0.0934	10	55	-18.6955	12.8221	-25.7088	-0.4314	-0.5904	0.2658	-0.6282
2.5975	1046	57275	0	55	62.7349	36.1622	-143.3671	0.9973	0.0113	-0.0023	-0.0731	1	55	4.2677	-0.6436	-0.4550	-0.6283	0.7523	-0.1983	-0.0007	2	55	-13.0505	0.8845	-0.0086	-0.6166	0.7568	0.2168	0.0030	3	55	-4.0166	5.4280	-10.3152	-0.6407	0.5774	0.4920	-0.1186	4	55	-45.3308	31.6861	-36.9963	-0.7631	0.5100	-0.3263	-0.2260	5	55	-41.6792	3.9568	-51.0120	-0.6767	-0.2468	-0.3624	-0.5915	6	55	-49.8105	3.2203	-8.3249	-0.8594	0.2834	-0.0470	-0.4230	7	55	-35.4302	5.9179	-43.5381	-0.7921	-0.0255	-0.2693	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2116	19.1606	-42.0385	-0.4920	0.7723	0.3909	0.0933	10	55	-18.7189	12.8025	-25.7192	-0.4314	-0.5904	0.2657	-0.6282
2.6000	1047	57330	0	55	62.7674	36.1742	-143.3749	0.9973	0.0114	-0.0024	-0.0731	1	55	4.2793	-0.6563	-0.3932	-0.6285	0.7520	-0.1989	-0.0010	2	55	-13.0577	0.8667	0.0242	-0.6166	0.7569	0.2166	0.0031	3	55	-3.9953	5.3636	-10.2946	-0.6408	0.5772	0.4920	-0.1187	4	55	-45.3378	31.6465	-37.0001	-0.7631	0.5100	-0.3262	-0.2261	5	55	-41.6965	3.9443	-51.0058	-0.6768	-0.2466	-0.3624	-0.5915	6	55	-49.8228	3.1952	-8.3100	-0.8594	0.2834	-0.0469	-0.4231	7	55	-35.4490	5.8978	-43.5255	-0.7922	-0.0254	-0.2693	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2011	19.1250	-42.0275	-0.4921	0.7723	0.3907	0.0932	10	55	-18.7147	12.7746	-25.6993	-0.4314	-0.5905	0.2657	-0.6282
2.6025	1048	57385	0	55	62.7752	36.1587	-143.3846	0.9973	0.0112	-0.0024	-0.0732	1	55	4.3238	-0.6267	-0.3550	-0.6285	0.7518	-0.1995	-0.0012	2	55	-13.0252	0.8684	0.0243	-0.6165	0.7570	0.2164	0.0032	3	55	-4.0042	5.4005	-10.2883	-0.6408	0.5773	0.4919	-0.1187	4	55	-45.3512	31.6487	-36.9612	-0.7630	0.5100	-0.3264	-0.2260	5	55	-41.6927	3.9381	-51.0034	-0.6766	-0.2468	-0.3625	-0.5915	6	55	-49.8230	3.1875	-8.3013	-0.8594	0.2834	-0.0471	-0.4230	7	55	-35.4495	5.8907	-43.5216	-0.7921	-0.0255	-0.2694	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2243	19.1581	-42.0181	-0.4918	0.7723	0.3910	0.0935	10	55	-18.7280	12.7999	-25.6994	-0.4315	-0.5903	0.2658	-0.6282
2.6050	1049	57440	0	55	62.7647	36.1467	-143.3725	0.9973	0.0112	-0.0024	-0.0732	1	55	4.3356	-0.5983	-0.3161	-0.6287	0.7515	-0.2000	-0.0015	2	55	-13.0144	0.8711	0.0233	-0.6165	0.7570	0.2163	0.0031	3	55	-4.0376	5.4576	-10.2871	-0.6407	0.5774	0.4920	-0.1186	4	55	-45.3363	31.6662	-36.9844	-0.7631	0.5100	-0.3263	-0.2260	5	55	-41.6852	3.9599	-51.0160	-0.6767	-0.2467	-0.3624	-0.5915	6	55	-49.8303	3.2024	-8.3271	-0.8594	0.2834	-0.0470	-0.4230	7	55	-35.4449	5.9141	-43.5407	-0.7921	-0.0254	-0.2694	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2124	19.1725	-42.0286	-0.4919	0.7724	0.3908	0.0934	10	55	-18.7237	12.8032	-25.6992	-0.4315	-0.5904	0.2658	-0.6282
2.6075	1050	57495	0	55	62.7616	36.1430	-143.3642	0.9973	0.0112	-0.0023	-0.0732	1	55	4.3382	-0.5846	-0.2841	-0.6288	0.7514	-0.2002	-0.0016	2	55	-12.9954	0.8563	0.0267	-0.6166	0.7570	0.2163	0.0031	3	55	-4.0511	5.5175	-10.2805	-0.6407	0.5775	0.4919	-0.1185	4	55	-45.3381	31.6676	-36.9770	-0.7631	0.5100	-0.3262	-0.2260	5	55	-41.6960	3.9391	-51.0078	-0.6766	-0.2468	-0.3624	-0.5915	6	55	-49.8202	3.2024	-8.3246	-0.8594	0.2834	-0.0469	-0.4230	7	55	-35.4440	5.9092	-43.5409	-0.7921	-0.0255	-0.2693	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2268	19.1584	-42.0354	-0.4920	0.7723	0.3910	0.0933	10	55	-18.7417	12.7883	-25.7076	-0.4314	-0.5904	0.2657	-0.6282
2.6100	1051	57550	0	55	62.8004	36.1650	-143.3667	0.9972	0.0115	-0.0024	-0.0732	1	55	4.3068	-0.6436	-0.2519	-0.6289	0.7514	-0.1998	-0.0016	2	55	-12.9984	0.7764	0.0495	-0.6168	0.7568	0.2162	0.0029	3	55	-4.1244	5.4657	-10.2293	-0.6407	0.5775	0.4919	-0.1185	4	55	-45.3336	31.6246	-36.9887	-0.7632	0.5100	-0.3261	-0.2261	5	55	-41.7059	3.9139	-51.0039	-0.6767	-0.2467	-0.3624	-0.5915	6	55	-49.8347	3.1707	-8.3128	-0.8594	0.2833	-0.0468	-0.4231	7	55	-35.4583	5.8785	-43.5243	-0.7922	-0.0254	-0.2693	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2143	19.1135	-42.0256	-0.4921	0.7723	0.3908	0.0932	10	55	-18.7207	12.7598	-25.6957	-0.4314	-0.5905	0.2657	-0.6282
2.6125	1052	57605	0	55	62.8042	36.1428	-143.3702	0.9972	0.0112	-0.0024	-0.0733	1	55	4.3109	-0.6143	-0.2689	-0.6287	0.7516	-0.1996	-0.0014	2	55	-12.9882	0.7977	0.0428	-0.6166	0.7570	0.2161	0.0031	3	55	-4.1773	5.4235	-10.2074	-0.6407	0.5775	0.4918	-0.1185	4	55	-45.3473	31.6394	-36.9608	-0.7631	0.5101	-0.3263	-0.2260	5	55	-41.6999	3.9128	-51.0029	-0.6766	-0.2468	-0.3625	-0.5915	6	55	-49.8306	3.1727	-8.3093	-0.8594	0.2834	-0.0470	-0.4230	7	55	-35.4573	5.8817	-43.5277	-0.7921	-0.0254	-0.2694	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2374	19.1516	-42.0224	-0.4918	0.7723	0.3911	0.0935	10	55	-18.7315	12.7931	-25.7092	-0.4315	-0.5903	0.2657	-0.6282
2.6150	1053	57660	0	55	62.7961	36.1241	-143.3623	0.9972	0.0113	-0.0024	-0.0733	1	55	4.3116	-0.5781	-0.2562	-0.6287	0.7515	-0.1998	-0.0015	2	55	-13.0148	0.8382	0.0452	-0.6165	0.7571	0.2160	0.0032	3	55	-4.2688	5.3917	-10.1603	-0.6407	0.5775	0.4919	-0.1185	4	55	-45.3451	31.6394	-36.9780	-0.7631	0.5101	-0.3262	-0.2260	5	55	-41.6928	3.9292	-51.0025	-0.6766	-0.2468	-0.3624	-0.5915	6	55	-49.8397	3.1877	-8.3300	-0.8594	0.2834	-0.0470	-0.4230	7	55	-35.4589	5.9017	-43.5354	-0.7921	-0.0254	-0.2694	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2213	19.1543	-42.0251	-0.4920	0.7723	0.3908	0.0934	10	55	-18.7262	12.7869	-25.7001	-0.4314	-0.5904	0.2657	-0.6282
2.6175	1054	57716	0	55	62.7912	36.1175	-143.3609	0.9972	0.0112	-0.0024	-0.0733	1	55	4.3273	-0.5383	-0.2508	-0.6287	0.7515	-0.1999	-0.0014	2	55	-13.0352	0.8778	0.0457	-0.6163	0.7573	0.2160	0.0034	3	55	-4.1231	5.4402	-10.3369	-0.6404	0.5776	0.4923	-0.1182	4	55	-45.3476	31.6486	-36.9815	-0.7631	0.5101	-0.3262	-0.2260	5	55	-41.7021	3.9188	-50.9961	-0.6766	-0.2469	-0.3624	-0.5915	6	55	-49.8333	3.1883	-8.3253	-0.8594	0.2834	-0.0470	-0.4230	7	55	-35.4606	5.8875	-43.5246	-0.7921	-0.0255	-0.2694	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2381	19.1386	-42.0331	-0.4920	0.7722	0.3910	0.0933	10	55	-18.7442	12.7758	-25.7065	-0.4314	-0.5905	0.2657	-0.6282
2.6200	1055	57771	0	55	62.8140	36.1298	-143.3581	0.9972	0.0114	-0.0025	-0.0733	1	55	4.3329	-0.5537	-0.2387	-0.6288	0.7515	-0.1997	-0.0015	2	55	-13.0618	0.8864	0.0682	-0.6162	0.7574	0.2158	0.0036	3	55	-4.0702	5.4352	-10.3602	-0.6405	0.5775	0.4922	-0.1183	4	55	-45.3405	31.6275	-36.9994	-0.7632	0.5100	-0.3261	-0.2261	5	55	-41.7084	3.9153	-50.9919	-0.6767	-0.2468	-0.3624	-0.5915	6	55	-49.8408	3.1742	-8.3177	-0.8594	0.2833	-0.0469	-0.4231	7	55	-35.4688	5.8774	-43.5160	-0.7921	-0.0254	-0.2693	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2207	19.1148	-42.0257	-0.4921	0.7723	0.3908	0.0932	10	55	-18.7229	12.7681	-25.6936	-0.4314	-0.5905	0.2657	-0.6282
2.6225	1056	57826	0	55	62.8151	36.1105	-143.3597	0.9972	0.0112	-0.0024	-0.0733	1	55	4.3528	-0.5440	-0.2809	-0.6286	0.7518	-0.1991	-0.0012	2	55	-13.0546	0.8935	0.0541	-0.6161	0.7575	0.2158	0.0037	3	55	-4.0613	5.4455	-10.3788	-0.6405	0.5775	0.4921	-0.1183	4	55	-45.3513	31.6416	-36.9682	-0.7631	0.5101	-0.3263	-0.2260	5	55	-41.7072	3.9190	-50.9972	-0.6766	-0.2469	-0.3625	-0.5915	6	55	-49.8402	3.1798	-8.3125	-0.8594	0.2835	-0.0470	-0.4230	7	55	-35.4681	5.8825	-43.5159	-0.7921	-0.0255	-0.2694	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2398	19.1519	-42.0267	-0.4918	0.7723	0.3910	0.0934	10	55	-18.7314	12.8005	-25.7063	-0.4315	-0.5904	0.2658	-0.6282
2.6250	1057	57881	0	55	62.8046	36.0924	-143.3483	0.9972	0.0111	-0.0024	-0.0734	1	55	4.3490	-0.5362	-0.3220	-0.6285	0.7521	-0.1983	-0.0009	2	55	-13.0632	0.9036	0.0431	-0.6161	0.7575	0.2158	0.0038	3	55	-4.0505	5.4672	-10.4080	-0.6406	0.5776	0.4920	-0.1184	4	55	-45.3401	31.6432	-36.9863	-0.7631	0.5101	-0.3262	-0.2260	5	55	-41.6909	3.9386	-51.0060	-0.6766	-0.2469	-0.3624	-0.5915	6	55	-49.8307	3.2029	-8.3324	-0.8594	0.2835	-0.0471	-0.4230	7	55	-35.4506	5.9064	-43.5376	-0.7921	-0.0255	-0.2694	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2126	19.1583	-42.0335	-0.4920	0.7723	0.3908	0.0934	10	55	-18.7100	12.7995	-25.7026	-0.4314	-0.5904	0.2658	-0.6282
2.6275	1058	57936	0	55	62.7976	36.0885	-143.3469	0.9972	0.0111	-0.0024	-0.0734	1	55	4.3137	-0.5539	-0.3653	-0.6282	0.7527	-0.1971	-0.0005	2	55	-13.0538	0.9021	0.0406	-0.6161	0.7576	0.2157	0.0038	3	55	-4.1048	5.4771	-10.3534	-0.6406	0.5776	0.4920	-0.1183	4	55	-45.3440	31.6484	-36.9776	-0.7631	0.5101	-0.3262	-0.2260	5	55	-41.6955	3.9280	-51.0016	-0.6766	-0.2470	-0.3624	-0.5915	6	55	-49.8217	3.2039	-8.3267	-0.8594	0.2834	-0.0471	-0.4230	7	55	-35.4514	5.9082	-43.5377	-0.7921	-0.0255	-0.2694	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2227	19.1508	-42.0411	-0.4920	0.7723	0.3910	0.0933	10	55	-18.7280	12.7880	-25.7085	-0.4314	-0.5904	0.2657	-0.6282
2.6300	1059	57991	0	55	62.8265	36.1008	-143.3488	0.9972	0.0112	-0.0025	-0.0734	1	55	4.2739	-0.6092	-0.3696	-0.6281	0.7530	-0.1961	-0.0003	2	55	-13.0539	0.8474	0.0450	-0.6162	0.7575	0.2156	0.0036	3	55	-4.0608	5.4639	-10.3742	-0.6406	0.5776	0.4919	-0.1184	4	55	-45.3376	31.6160	-36.9866	-0.7631	0.5101	-0.3261	-0.2260	5	55	-41.7088	3.9197	-50.9981	-0.6766	-0.2468	-0.3625	-0.5915	6	55	-49.8335	3.1824	-8.3177	-0.8594	0.2834	-0.0470	-0.4230	7	55	-35.4647	5.8903	-43.5307	-0.7921	-0.0254	-0.2694	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2191	19.1153	-42.0339	-0.4921	0.7723	0.3909	0.0932	10	55	-18.7120	12.7700	-25.6994	-0.4314	-0.5905	0.2657	-0.6282
2.6325	1060	58046	0	55	62.8267	36.0833	-143.3470	0.9972	0.0111	-0.0025	-0.0734	1	55	4.2553	-0.5961	-0.4072	-0.6278	0.7535	-0.1952	0.0002	2	55	-13.0320	0.8444	0.0198	-0.6162	0.7575	0.2156	0.0037	3	55	-4.0595	5.4855	-10.3901	-0.6407	0.5776	0.4918	-0.1184	4	55	-45.3445	31.6319	-36.9630	-0.7631	0.5101	-0.3263	-0.2259	5	55	-41.7051	3.9225	-51.0007	-0.6766	-0.2469	-0.3625	-0.5915	6	55	-49.8279	3.1886	-8.3149	-0.8594	0.2835	-0.0472	-0.4230	7	55	-35.4623	5.8975	-43.5369	-0.7921	-0.0255	-0.2696	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2338	19.1455	-42.0322	-0.4918	0.7723	0.3911	0.0934	10	55	-18.7231	12.8073	-25.7083	-0.4315	-0.5903	0.2658	-0.6282
2.6350	1061	58101	0	55	62.8170	36.0670	-143.3348	0.9972	0.0111	-0.0024	-0.0734	1	55	4.2489	-0.5743	-0.4080	-0.6278	0.7536	-0.1948	0.0003	2	55	-13.0277	0.8453	0.0040	-0.6162	0.7575	0.2155	0.0036	3	55	-4.0514	5.4963	-10.4137	-0.6408	0.5776	0.4917	-0.1185	4	55	-45.3407	31.6287	-36.9769	-0.7631	0.5101	-0.3262	-0.2260	5	55	-41.6896	3.9401	-51.0177	-0.6766	-0.2469	-0.3625	-0.5915	6	55	-49.8288	3.2084	-8.3329	-0.8594	0.2835	-0.0471	-0.4230	7	55	-35.4513	5.9180	-43.5588	-0.7921	-0.0255	-0.2695	-0.5471	8	119	nan	nan	nan	nan	nan	nan	nan	9	55	-43.2166	19.1531	-42.0353	-0.4920	0.7723	0.3908	0.0933	10	55	-18.7165	12.8170	-25.7090	-0.4315	-0.5904	0.2658	-0.6282
