# AudioTime[s]	MeasId	WavId	Sensor 1 Id	Sensor 1 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 3 Id	Sensor 3 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 4 Id	Sensor 4 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 5 Id	Sensor 5 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 6 Id	Sensor 6 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 7 Id	Sensor 7 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 8 Id	Sensor 8 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz
0.0532	0	1172	0	55	10.059698	10.398212	-135.942610	0.998645	0.044135	0.026569	-0.007316	1	55	6.117659	12.927971	-0.155298	0.668734	0.120136	-0.733640	-0.011582	2	55	7.054558	-10.066862	2.905112	0.831110	-0.300009	-0.465394	-0.051574	3	55	-8.800431	0.569172	-0.703875	0.852950	0.319569	-0.412089	0.023129	4	55	-18.909643	8.862846	0.389927	0.575688	-0.119749	-0.807742	-0.042379	5	55	-3.024270	-8.559694	1.952321	0.614127	-0.440536	-0.650549	-0.074582	-0	119	nan	nan	nan	nan	nan	nan	nan
0.0631	1	1392	0	55	10.052444	10.398229	-135.932540	0.998644	0.044172	0.026570	-0.007279	1	55	6.121507	12.928975	-0.154377	0.668708	0.120329	-0.733633	-0.011559	2	55	7.063213	-10.072460	2.926216	0.831136	-0.299995	-0.465356	-0.051571	3	55	-8.820444	0.570124	-0.680580	0.852961	0.319497	-0.412122	0.023119	4	55	-18.904099	8.855197	0.394761	0.575667	-0.119717	-0.807762	-0.042376	5	55	-3.016624	-8.545325	1.959886	0.614102	-0.440448	-0.650632	-0.074574	-0	119	nan	nan	nan	nan	nan	nan	nan
0.0732	2	1613	0	55	10.045330	10.396300	-135.927980	0.998644	0.044160	0.026584	-0.007289	1	55	6.121252	12.936716	-0.165464	0.668724	0.120432	-0.733602	-0.011546	2	55	7.068092	-10.085500	2.942920	0.831195	-0.299957	-0.465276	-0.051564	3	55	-8.836155	0.573383	-0.659419	0.852963	0.319473	-0.412136	0.023116	4	55	-18.910012	8.861615	0.396197	0.575670	-0.119712	-0.807761	-0.042375	5	55	-3.013622	-8.539815	1.967417	0.614101	-0.440395	-0.650670	-0.074569	-0	119	nan	nan	nan	nan	nan	nan	nan
0.0831	3	1833	0	55	10.045748	10.393771	-135.920330	0.998644	0.044175	0.026579	-0.007287	1	55	6.121635	12.934050	-0.161249	0.668707	0.120477	-0.733610	-0.011541	2	55	7.071104	-10.071068	2.930570	0.831220	-0.299892	-0.465274	-0.051557	3	55	-8.845827	0.582924	-0.647677	0.852973	0.319431	-0.412149	0.023111	4	55	-18.901918	8.869645	0.395011	0.575680	-0.119676	-0.807759	-0.042371	5	55	-3.011655	-8.531293	1.976466	0.614073	-0.440340	-0.650734	-0.074565	-0	119	nan	nan	nan	nan	nan	nan	nan
0.0931	4	2053	0	55	10.043853	10.389585	-135.920260	0.998644	0.044148	0.026597	-0.007304	1	55	6.118374	12.943157	-0.159606	0.668732	0.120484	-0.733586	-0.011539	2	55	7.082278	-10.053969	2.920310	0.831269	-0.299750	-0.465280	-0.051540	3	55	-8.838331	0.594354	-0.646894	0.853012	0.319456	-0.412049	0.023117	4	55	-18.899632	8.883365	0.399156	0.575707	-0.119643	-0.807745	-0.042366	5	55	-2.999206	-8.535131	1.995862	0.614131	-0.440306	-0.650703	-0.074560	-0	119	nan	nan	nan	nan	nan	nan	nan
0.1031	5	2273	0	55	10.048619	10.391621	-135.908420	0.998641	0.044204	0.026607	-0.007291	1	55	6.113943	12.961112	-0.155164	0.668694	0.120559	-0.733608	-0.011531	2	55	7.094756	-10.056412	2.933338	0.831293	-0.299545	-0.465371	-0.051519	3	55	-8.844949	0.589756	-0.626059	0.852979	0.319508	-0.412076	0.023122	4	55	-18.893127	8.879581	0.421143	0.575670	-0.119537	-0.807788	-0.042355	5	55	-2.980150	-8.541085	2.015801	0.614142	-0.440206	-0.650762	-0.074550	-0	119	nan	nan	nan	nan	nan	nan	nan
0.1131	6	2494	0	55	10.060493	10.389623	-135.905270	0.998642	0.044202	0.026602	-0.007326	1	55	6.112772	12.958871	-0.151342	0.668677	0.120557	-0.733624	-0.011532	2	55	7.100056	-10.041126	2.921743	0.831337	-0.299371	-0.465406	-0.051500	3	55	-8.847511	0.597947	-0.621644	0.852997	0.319495	-0.412050	0.023122	4	55	-18.894343	8.889538	0.419106	0.575659	-0.119449	-0.807809	-0.042346	5	55	-2.970931	-8.547761	2.021900	0.614164	-0.440184	-0.650756	-0.074548	-0	119	nan	nan	nan	nan	nan	nan	nan
0.1231	7	2714	0	55	10.074430	10.385734	-135.910110	0.998643	0.044178	0.026586	-0.007382	1	55	6.118064	12.955041	-0.154102	0.668675	0.120599	-0.733619	-0.011527	2	55	7.105748	-10.024973	2.917351	0.831371	-0.299175	-0.465474	-0.051479	3	55	-8.829287	0.600459	-0.636779	0.853016	0.319587	-0.411938	0.023136	4	55	-18.896297	8.888933	0.420008	0.575661	-0.119438	-0.807810	-0.042345	5	55	-2.969469	-8.557486	2.021036	0.614180	-0.440182	-0.650742	-0.074547	-0	119	nan	nan	nan	nan	nan	nan	nan
0.1331	8	2934	0	55	10.090707	10.390596	-135.925670	0.998642	0.044198	0.026577	-0.007414	1	55	6.115944	12.941483	-0.167945	0.668616	0.120703	-0.733656	-0.011516	2	55	7.114831	-10.031613	2.914852	0.831410	-0.298902	-0.465584	-0.051451	3	55	-8.837369	0.599053	-0.643204	0.853018	0.319593	-0.411928	0.023137	4	55	-18.895469	8.878150	0.405199	0.575618	-0.119360	-0.807852	-0.042337	5	55	-2.966550	-8.566007	1.998635	0.614175	-0.440156	-0.650765	-0.074545	-0	119	nan	nan	nan	nan	nan	nan	nan
0.1430	9	3154	0	55	10.107133	10.392370	-135.925870	0.998640	0.044247	0.026565	-0.007426	1	55	6.128513	12.936144	-0.154624	0.668564	0.120835	-0.733682	-0.011501	2	55	7.125531	-10.019533	2.906209	0.831413	-0.298629	-0.465756	-0.051425	3	55	-8.822512	0.602231	-0.649323	0.853006	0.319697	-0.411872	0.023152	4	55	-18.885509	8.868720	0.408779	0.575560	-0.119251	-0.807910	-0.042326	5	55	-2.950845	-8.574645	2.003724	0.614164	-0.440077	-0.650829	-0.074538	-0	119	nan	nan	nan	nan	nan	nan	nan
