# AudioTime[s]	MeasId	WavId	Sensor 1 Id	Sensor 1 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 3 Id	Sensor 3 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 4 Id	Sensor 4 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 5 Id	Sensor 5 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 6 Id	Sensor 6 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 7 Id	Sensor 7 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz	Sensor 8 Id	Sensor 8 Status	X[mm]	Y[mm]	Z[mm]	Q0	Qx	Qy	Qz
0.0583	0	1286	0	55	14.071328	3.272134	-138.062730	0.999071	0.020199	0.032053	-0.020515	1	55	6.401112	13.324799	-0.279733	0.663698	0.104548	-0.740532	-0.013656	2	55	7.175517	-9.790211	3.011983	0.834192	-0.283248	-0.470549	-0.049785	3	55	-9.322633	1.128263	0.495624	0.850693	0.320896	-0.415706	0.023158	4	55	-19.918521	11.048425	0.377961	0.578097	-0.127540	-0.804781	-0.043191	5	55	-2.696558	-7.030802	2.079916	0.615041	-0.433938	-0.654183	-0.073933	-0	119	nan	nan	nan	nan	nan	nan	nan
0.0683	1	1506	0	55	14.087524	3.252083	-138.069320	0.999069	0.020238	0.032035	-0.020605	1	55	6.405135	13.325473	-0.290660	0.663699	0.104694	-0.740512	-0.013638	2	55	7.191548	-9.805254	2.983618	0.834092	-0.283873	-0.470341	-0.049851	3	55	-9.327964	1.131851	0.500418	0.850703	0.320876	-0.415701	0.023156	4	55	-19.913803	11.038511	0.376669	0.578085	-0.127607	-0.804778	-0.043199	5	55	-2.701221	-7.012775	2.059119	0.614996	-0.433933	-0.654229	-0.073935	-0	119	nan	nan	nan	nan	nan	nan	nan
0.0783	2	1726	0	55	14.098659	3.246584	-138.074390	0.999067	0.020319	0.032011	-0.020677	1	55	6.398865	13.330897	-0.297546	0.663671	0.104866	-0.740512	-0.013618	2	55	7.181311	-9.794595	2.973344	0.834085	-0.283879	-0.470350	-0.049852	3	55	-9.333493	1.137840	0.491927	0.850703	0.320895	-0.415686	0.023159	4	55	-19.918879	11.040747	0.360988	0.578027	-0.127602	-0.804820	-0.043199	5	55	-2.706865	-7.003532	2.045454	0.614941	-0.433915	-0.654293	-0.073935	-0	119	nan	nan	nan	nan	nan	nan	nan
0.0883	3	1947	0	55	14.111136	3.242583	-138.073970	0.999068	0.020309	0.031956	-0.020734	1	55	6.403257	13.328616	-0.307728	0.663705	0.105035	-0.740458	-0.013596	2	55	7.183945	-9.785708	2.942574	0.834137	-0.283813	-0.470300	-0.049842	3	55	-9.323325	1.133400	0.490445	0.850715	0.321013	-0.415570	0.023177	4	55	-19.917847	11.043189	0.352833	0.578045	-0.127629	-0.804804	-0.043202	5	55	-2.709285	-6.978916	2.035252	0.614928	-0.433894	-0.654319	-0.073933	-0	119	nan	nan	nan	nan	nan	nan	nan
0.0983	4	2167	0	55	14.119658	3.248965	-138.073970	0.999070	0.020273	0.031895	-0.020758	1	55	6.409226	13.330317	-0.328486	0.663762	0.105203	-0.740384	-0.013574	2	55	7.183879	-9.778912	2.922323	0.834187	-0.283733	-0.470260	-0.049832	3	55	-9.324269	1.130062	0.498607	0.850755	0.321056	-0.415454	0.023186	4	55	-19.922116	11.053710	0.343477	0.578083	-0.127638	-0.804775	-0.043202	5	55	-2.711497	-6.975473	2.032296	0.614962	-0.433905	-0.654280	-0.073933	-0	119	nan	nan	nan	nan	nan	nan	nan
0.1083	5	2388	0	55	14.119845	3.259909	-138.076970	0.999072	0.020265	0.031838	-0.020780	1	55	6.411934	13.327340	-0.339417	0.663783	0.105330	-0.740347	-0.013558	2	55	7.191731	-9.791859	2.935103	0.834240	-0.283626	-0.470232	-0.049818	3	55	-9.341136	1.140712	0.523617	0.850796	0.320982	-0.415426	0.023178	4	55	-19.925598	11.059454	0.342310	0.578088	-0.127708	-0.804759	-0.043210	5	55	-2.699524	-6.987403	2.036606	0.615032	-0.433925	-0.654201	-0.073933	-0	119	nan	nan	nan	nan	nan	nan	nan
0.1183	6	2608	0	55	14.112809	3.282271	-138.089160	0.999073	0.020254	0.031796	-0.020764	1	55	6.406346	13.334154	-0.354752	0.663809	0.105486	-0.740302	-0.013538	2	55	7.191748	-9.809166	2.950225	0.834290	-0.283498	-0.470222	-0.049803	3	55	-9.354928	1.137550	0.527935	0.850794	0.321011	-0.415408	0.023182	4	55	-19.926998	11.057927	0.346798	0.578113	-0.127742	-0.804736	-0.043213	5	55	-2.697660	-6.987310	2.028953	0.615055	-0.433867	-0.654218	-0.073926	-0	119	nan	nan	nan	nan	nan	nan	nan
0.1283	7	2828	0	55	14.113288	3.308220	-138.088870	0.999075	0.020317	0.031711	-0.020725	1	55	6.409287	13.324547	-0.355007	0.663759	0.105715	-0.740315	-0.013511	2	55	7.193976	-9.818270	2.962539	0.834298	-0.283396	-0.470270	-0.049792	3	55	-9.365271	1.133434	0.529795	0.850766	0.321052	-0.415435	0.023186	4	55	-19.924757	11.047543	0.340765	0.578063	-0.127832	-0.804757	-0.043224	5	55	-2.690242	-7.002530	2.028417	0.615052	-0.433888	-0.654206	-0.073928	-0	119	nan	nan	nan	nan	nan	nan	nan
0.1383	8	3049	0	55	14.107758	3.338675	-138.092990	0.999078	0.020379	0.031615	-0.020698	1	55	6.401035	13.335730	-0.373930	0.663723	0.105841	-0.740330	-0.013497	2	55	7.186898	-9.818578	2.949419	0.834295	-0.283340	-0.470310	-0.049787	3	55	-9.361560	1.121996	0.503512	0.850706	0.321206	-0.415436	0.023204	4	55	-19.928765	11.043412	0.331354	0.578003	-0.127901	-0.804788	-0.043234	5	55	-2.690142	-7.004329	2.022640	0.615029	-0.433932	-0.654199	-0.073933	-0	119	nan	nan	nan	nan	nan	nan	nan
0.1483	9	3269	0	55	14.096606	3.370003	-138.088790	0.999083	0.020348	0.031536	-0.020610	1	55	6.408512	13.334733	-0.369095	0.663758	0.105999	-0.740276	-0.013477	2	55	7.190572	-9.815667	2.964558	0.834336	-0.283256	-0.470288	-0.049776	3	55	-9.366358	1.112151	0.504621	0.850694	0.321269	-0.415413	0.023212	4	55	-19.936429	11.048874	0.323501	0.577999	-0.127933	-0.804786	-0.043237	5	55	-2.687105	-7.009231	2.028624	0.615055	-0.433907	-0.654191	-0.073930	-0	119	nan	nan	nan	nan	nan	nan	nan
